Type,Facility License ID,Facility Name,Street Address,City,State,Zip,Phone Number,County,Inspection Type,Georeferenced Column
Private Inspection Facility,PIF000262,GAZZANI MOTORS INC,215 MARKET STREET,ELMWOOD PK,NJ,7407,2017961607,BERGEN,Auto Only,"215 MARKET STREET
ELMWOOD PK, NJ 07407
(40.900588, -74.121743)"
Private Inspection Facility,PIF011175,BODYMOTION INC,21 CINDY LN,OCEAN,NJ,7712,7324932700,MONMOUTH,Auto Only,"21 CINDY LN
OCEAN, NJ 07712
(40.26616, -74.048135)"
Private Inspection Facility,PIF001256,EAGLE AUTOMOTIVE LLC,606 W MT PLEASANT AVE,LIVINGSTON,NJ,7039,9739929100,ESSEX,Auto Only,"606 W MT PLEASANT AVE
LIVINGSTON, NJ 07039
(40.798308, -74.354592)"
Private Inspection Facility,PIF011489,G & J OF NEW JERSEY INC,150 NAUGHTRIGHT RD,HACKETTSTOWN,NJ,7840,9088138700,WARREN,Auto Only,
Private Inspection Facility,PIF000894,GENESIS CAR CARE LLC,365 HALEDON AVENUE,HALDON,NJ,7508,9733042020,PASSAIC,Auto Only,"365 HALEDON AVENUE
HALDON, NJ 07508
(40.936708, -74.180737)"
Emission Repair Facility,ERF000043,MAJIC INC,200 WHT HRS PK,AUDUBON,NJ,8106,8565470373,CAMDEN,Auto Only,
Private Inspection Facility,PIF010214,PDP INC.,615 JERSEY AVE.,SPRING LAKE,NJ,7762,7324495554,MONMOUTH,Auto Only,"615 JERSEY AVE.
SPRING LAKE, NJ 07762
(40.141926, -74.041573)"
Private Inspection Facility,PIF011483,G C TIRE CO*,1136 SOUTH BROADWAY,PENNSVILLE,NJ,8070,8569353345,SALEM,Auto Only,"1136 SOUTH BROADWAY
PENNSVILLE, NJ 08070
(39.58723, -75.488825)"
Private Inspection Facility,PIF000669,QUALITY AUTO REPAIR INC,35 NORTH MAPLE AVENUE,MARLTON,NJ,8053,8564240065,CAMDEN,Auto Only,"35 NORTH MAPLE AVENUE
MARLTON, NJ 08053
(39.899977, -74.922318)"
Emission Repair Facility,ERF000431,A H AUTO,1365 QUEEN ANNE RD,TEANECK,NJ,7666,2018334040,BERGEN,Auto Inspection and Emission Repair,"1365 QUEEN ANNE RD
TEANECK, NJ 07666
(40.900631, -74.005738)"
Emission Repair Facility,ERF001108,PASSARELLAS SUNOCO*,300 WHITE HORSE PIKE,WATERFORD,NJ,8089,8567676317,CAMDEN,Auto Inspection and Emission Repair,"300 WHITE HORSE PIKE
WATERFORD, NJ 08089
(39.716388, -74.855361)"
Private Inspection Facility,PIF001318,POINT AUTO REPAIR INC,646 NEW RD,SOMERS PT,NJ,8244,6099275011,ATLANTIC,Auto and Diesel,"646 NEW RD
SOMERS PT, NJ 08244
(39.319479, -74.603588)"
Private Inspection Facility,PIF001132,SUNNY BOYS INC,7701 VENTNOR AVE,MARGATE,NJ,8402,6098231133,ATLANTIC,Auto Only,"7701 VENTNOR AVE
MARGATE, NJ 08402
(39.331414, -74.496115)"
Private Inspection Facility,PIF001380,AT NEW YORK CITY LLC,46-100 PARIS STREET,NEWARK,NJ,7105,2013720600,ESSEX,Auto Only,"46-100 PARIS STREET
NEWARK, NJ 07105
(40.72204, -74.145965)"
Emission Repair Facility,ERF002931,WEBERS AUTO ELECTRIC,517 BANK ST,BRIDGETON,NJ,8302,8564551862,CUMBERLAND,Auto Inspection and Emission Repair,"517 BANK ST
BRIDGETON, NJ 08302
(39.442309, -75.222289)"
Private Inspection Facility,PIF001184,DL HAINES,528 ROUTE 9,WARETOWN,NJ,8758,6096933190,OCEAN,Auto Only,"528 ROUTE 9
WARETOWN, NJ 08758
(39.799858, -74.197485)"
Emission Repair Facility,ERF002488,AMWELL AUTOMOTIVE INC.,1490 RT 179,LAMBERTVILLE,NJ,8530,6093978032,HUNTERDON,Auto Only,"1490 RT 179
LAMBERTVILLE, NJ 08530
(40.378391, -74.930377)"
Emission Repair Facility,ERF003216,UNIVERSAL GLOBAL INC,540 RTE 440 NORTH,JERSEY CITY,NJ,7305,2014517111,HUDSON,Auto Only,
Private Inspection Facility,PIF000135,FRANKS ALL TUNE & LUBE,1458 RT 38,HAINESPORT,NJ,8036,6092658999,BURLINGTON,Auto Only,"1458 RT 38
HAINESPORT, NJ 08036
(39.980108, -74.820253)"
Private Inspection Facility,PIF009471,QUALITY AU TR&TRK BLLMD LLC,882 RTE 206,HILLSBOROUGH,NJ,8844,6099216911,SOMERSET,Auto Only,"882 RTE 206
HILLSBOROUGH, NJ 08844
(40.475881, -74.656272)"
Private Inspection Facility,PIF000251,PATRICK'S AUTO REPAIR,PO BOX 215,ANNANDALE,NJ,8801,9087131378,HUNTERDON,Auto Only,
Private Inspection Facility,PIF007111,JOHN FANELLES AUTO REPAIR,100B W CRESCENT BLVD,COLLINGSWOOD,NJ,8108,8568540785,CAMDEN,Auto Only,"100B W CRESCENT BLVD
COLLINGSWOOD, NJ 08108
(39.920324, -75.087613)"
Private Inspection Facility,PIF000315,I&J AUTO CARE CENTER INC,250 CENTRAL AVE,EAST ORANGE,NJ,7019,9736758058,ESSEX,Auto Only,"250 CENTRAL AVE
EAST ORANGE, NJ 07019
(40.753528, -74.212818)"
Emission Repair Facility,ERF000848,WEST 10 TIRE CTR INC,108 RT 10 W,SUCCASUNNA,NJ,7876,9739275757,MORRIS,Auto Only,"108 RT 10 W
SUCCASUNNA, NJ 07876
(40.87322, -74.533128)"
Emission Repair Facility,ERF003410,QUENZEL'S SERVICE LLC,1106 MANTUA PIKE,WENONAH,NJ,8090,8564640161,GLOUCESTER,Auto Inspection and Emission Repair,
Emission Repair Facility,ERF000230,ARLONG INC *,353 BLACKWOOD RD,LINDENWOLD,NJ,8021,8563464555,CAMDEN,Auto Inspection and Emission Repair,
Private Inspection Facility,PIF000919,SDS SERVICES INC,1630 BEAVER DAM ROAD,POINT PLEASANT,NJ,8742,7328995018,OCEAN,Auto Only,"1630 BEAVER DAM ROAD
POINT PLEASANT, NJ 08742
(40.064558, -74.072397)"
Private Inspection Facility,PIF000885,JOHN'S PLAZA WEST AUTOM INC,37 EMERSON ST,RIDGEFIELD PK,NJ,7660,2019311194,BERGEN,Diesel Only,"37 EMERSON ST
RIDGEFIELD PK, NJ 07660
(40.849837, -74.019245)"
Private Inspection Facility,PIF005523,HENDERSHOTS GARAGE,561 MARBLE HILL RD,PHILLIPSBURG,NJ,8865,9088591679,WARREN,Auto Only,"561 MARBLE HILL RD
PHILLIPSBURG, NJ 08865
(40.736301, -75.160304)"
Private Inspection Facility,PIF001158,TONYS CAR CLINIC LLC,357 KENNEDY BLVD,BAYONNE,NJ,7002,2018580119,HUDSON,Auto Only,"357 KENNEDY BLVD
BAYONNE, NJ 07002
(40.658573, -74.129376)"
Private Inspection Facility,PIF000862,C&R ADVCD AUTO & TRK REP IN,173 SOUTH BLACK HORSE PIKE,BLACKWOOD,NJ,8012,8562281438,CAMDEN,Diesel Only,"173 SOUTH BLACK HORSE PIKE
BLACKWOOD, NJ 08012
(39.796586, -75.063926)"
Private Inspection Facility,PIF010121,BEVACQUAS AUTOMOTIVE INC,110 PARSIPPANY BLVD,BOONTON,NJ,7005,9734020069,MORRIS,Auto Only,"110 PARSIPPANY BLVD
BOONTON, NJ 07005
(40.891196, -74.411754)"
Emission Repair Facility,ERF001783,LAWRENCEVILLE VILLAGE MOBIL,2417 MAIN ST,LAWRENCEVILLE,NJ,8648,6098961520,MERCER,Auto Only,"2417 MAIN ST
LAWRENCEVILLE, NJ 08648
(40.289849, -74.733707)"
Emission Repair Facility,ERF003298,CAR CARE COLLISION LLC,126 RARITAN AVE,HIGHLAND PARK,NJ,8904,7325453100,MIDDLESEX,Auto Only,"126 RARITAN AVE
HIGHLAND PARK, NJ 08904
(40.498332, -74.431279)"
Private Inspection Facility,PIF000358,"AL'S AUTO REPAIR, INC",26-10 BROADWAY,FAIRLAWN,NJ,7410,2017917341,BERGEN,Auto Only,"26-10 BROADWAY
FAIRLAWN, NJ 07410
(40.923387, -74.108837)"
Private Inspection Facility,PIF008482,BKB INC,120 WOODLAND AVE,WESTWOOD,NJ,7675,2016648447,BERGEN,Auto Only,"120 WOODLAND AVE
WESTWOOD, NJ 07675
(40.981298, -74.010378)"
Emission Repair Facility,ERF003231,AMATO'S FRANKLIN GARAGE LLC,3 N PROSPECT AVE,BERGENFIELD,NJ,7621,2014390779,BERGEN,Auto Inspection and Emission Repair,"3 N PROSPECT AVE
BERGENFIELD, NJ 07621
(40.927999, -74.00467)"
Private Inspection Facility,PIF001303,TIRE&SVC CNTR LVNGSTN LLC,56 E NORTHFIELD RD,LIVINGSTON,NJ,7039,9735330101,ESSEX,Auto Only,"56 E NORTHFIELD RD
LIVINGSTON, NJ 07039
(40.773634, -74.321888)"
Private Inspection Facility,PIF010835,NOLANS POINT AUTO SERVICE,320 ESPANONG ROAD BOX 37,LAKE HOPATCONG,NJ,7849,9736634472,MORRIS,Auto Only,"320 ESPANONG ROAD BOX 37
LAKE HOPATCONG, NJ 07849
(40.943199, -74.620028)"
Emission Repair Facility,ERF000559,JOHN FANELLES AUTO REPAIR,100B W CRESCENT BLVD,COLLINGSWOOD,NJ,8108,8568540785,CAMDEN,Auto Inspection and Emission Repair,"100B W CRESCENT BLVD
COLLINGSWOOD, NJ 08108
(39.920324, -75.087613)"
Private Inspection Facility,PIF002668,TOM SIRACUSAS HIGHWOOD SER,19 E IVY LA,ENGLEWOOD,NJ,7631,2015690039,BERGEN,Auto Only,"19 E IVY LA
ENGLEWOOD, NJ 07631
(40.910294, -73.967351)"
Emission Repair Facility,ERF002820,B & B AUTO RPR SERVICES INC,2073 SO BLACKHORSE PK,WILLIAMSTOWN,NJ,8094,8566295563,GLOUCESTER,Auto Inspection and Emission Repair,
Private Inspection Facility,PIF000081,PRESTIGE AUTO REPAIR LLC,39 MINE BROOK RD,BERNARDSVILLE,NJ,7924,9087667667,SOMERSET,Auto Only,"39 MINE BROOK RD
BERNARDSVILLE, NJ 07924
(40.717562, -74.570678)"
Private Inspection Facility,PIF001038,HOMETOWN TIRE & AUTO LLC,416 EAST ELIZABETH AVE,LINDEN,NJ,8836,9089251711,UNION,Auto Only,"416 EAST ELIZABETH AVE
LINDEN, NJ 08836
(40.633901, -74.248973)"
Emission Repair Facility,ERF003472,DEEPA AUTO REP RT 27 INC,600 ROUTE 27,ISELIN,NJ,8830,7322832469,MIDDLESEX,Auto Only,"600 ROUTE 27
ISELIN, NJ 08830
(40.577548, -74.315056)"
State Inspection Facility,CIF000021,KILMER,33 Kilmer Road,Edison,NJ,8817,,MIDDLESEX,Auto Only,"33 Kilmer Road
Edison, NJ 08817
(40.519681, -74.425025)"
Emission Repair Facility,ERF000516,RIDGE SERVICE STATION INC,590 RIDGE RD,LYNDHURST,NJ,7071,2019356680,BERGEN,Auto Inspection and Emission Repair,"590 RIDGE RD
LYNDHURST, NJ 07071
(40.802916, -74.122725)"
Emission Repair Facility,ERF003351,GREENTREE AUTOMOTIVE LLC,650 N. BERLIN ROAD,LINDENWOLD,NJ,8021,8567841314,CAMDEN,Auto Inspection and Emission Repair,"650 N. BERLIN ROAD
LINDENWOLD, NJ 08021
(39.829231, -74.995179)"
Emission Repair Facility,ERF001382,MORGANS TIRE SERVICE INC*,SUNSET AND SALEM,BURLINGTON,NJ,8016,6093864100,BURLINGTON,Auto Inspection and Emission Repair,"SUNSET AND SALEM
BURLINGTON, NJ 08016
(40.049617, -74.87153)"
Private Inspection Facility,PIF000509,T&Z AUTO SERVICE,113 WHITEHEAD AVENUE,SOUTH RIVER,NJ,8882,7322572664,MIDDLESEX,Auto Only,"113 WHITEHEAD AVENUE
SOUTH RIVER, NJ 08882
(40.44667, -74.373312)"
Private Inspection Facility,PIF001852,WERBANY MOTORS INC,1337 BLK HORSE P,BLACKWOOD,NJ,8012,8562270049,CAMDEN,Auto Only,
Private Inspection Facility,PIF008629,BETTER AUTO CARE INC,700 COLFAX AVE,KENILWORTH,NJ,7033,9082455577,UNION,Auto Only,"700 COLFAX AVE
KENILWORTH, NJ 07033
(40.666437, -74.279912)"
Private Inspection Facility,PIF001128,AKAR 7 AUTOMOTIVE INC,491 BLOOMFIELD AVE,BLOOMFIELD,NJ,7003,9735669895,ESSEX,Auto Only,"491 BLOOMFIELD AVE
BLOOMFIELD, NJ 07003
(40.790693, -74.196041)"
Private Inspection Facility,PIF000577,SMS OIL LLC,145 BROADWAY,HILLSDALE,NJ,7642,2016644658,BERGEN,Auto Only,"145 BROADWAY
HILLSDALE, NJ 07642
(41.004463, -74.040847)"
Private Inspection Facility,PIF000981,AUTO DOCTOR MB CORP,4710 PALISADE AVE,UNION CITY,NJ,7087,2018672329,HUDSON,Auto Only,"4710 PALISADE AVE
UNION CITY, NJ 07087
(40.780223, -74.020257)"
Emission Repair Facility,ERF003454,POINT AUTO REPAIR INC,646 NEW RD,SOMERS PT,NJ,8244,6099275011,ATLANTIC,Auto Inspection and Emission Repair,"646 NEW RD
SOMERS PT, NJ 08244
(39.319479, -74.603588)"
Private Inspection Facility,PIF000189,PEACE OF MIND AUTOMOTIVE,709 LAKE SHORE DR,LK PARSIPPANY,NJ,7054,9738872140,MORRIS,Auto Only,"709 LAKE SHORE DR
LK PARSIPPANY, NJ 07054
(40.84839, -74.440026)"
Emission Repair Facility,ERF003402,HOMER AVE AUTOMOTIVE LLC,907 HOMER AVE,PLEASANTVILLE,NJ,8232,6096459695,ATLANTIC,Auto Inspection and Emission Repair,"907 HOMER AVE
PLEASANTVILLE, NJ 08232
(39.407023, -74.5169)"
Private Inspection Facility,PIF010018,HAMILTON AUTOMOTIVE INC,1753 CHAMBERS ST,TRENTON,NJ,8610,6096953063,MERCER,Auto Only,"1753 CHAMBERS ST
TRENTON, NJ 08610
(40.201548, -74.731147)"
Private Inspection Facility,PIF011646,LAKESIDE AUTO SERVICE LLC,3750 S BROAD ST,HAMILTON,NJ,8610,6095859525,MERCER,Auto Only,"3750 S BROAD ST
HAMILTON, NJ 08610
(40.187399, -74.689651)"
Private Inspection Facility,PIF000733,JOHNSON & TOWERS INC,2021 BRIGGS RD,MT LAUREL,NJ,8054,8562346990,BURLINGTON,Diesel Only,"2021 BRIGGS RD
MT LAUREL, NJ 08054
(39.965966, -74.898465)"
Private Inspection Facility,PIF004378,J & Z AUTO REPAIRS INC*,1451 TEANECK RD,TEANECK,NJ,7666,2018338398,BERGEN,Auto Only,"1451 TEANECK RD
TEANECK, NJ 07666
(40.901137, -73.999445)"
Private Inspection Facility,PIF000956,PATHWAY CAR CARE INC,1600 PRINCETON AVE,LAWRENCEVILLE,NJ,8648,6096957878,MERCER,Auto Only,"1600 PRINCETON AVE
LAWRENCEVILLE, NJ 08648
(40.242043, -74.750522)"
Emission Repair Facility,ERF001495,AMERICAN TIRE&AUTO SRVC LLC,426 B RT 206 SO,HILLSBOROUGH,NJ,8844,9082817500,SOMERSET,Auto Inspection and Emission Repair,"426 B RT 206 SO
HILLSBOROUGH, NJ 08844
(40.504261, -74.643771)"
Private Inspection Facility,PIF001360,W CMPBL SLY CO ATL CTY LLC,489 STOW CREEK ROAD,BRIDGETON,NJ,8302,8564554242,CUMBERLAND,Auto Only,"489 STOW CREEK ROAD
BRIDGETON, NJ 08302
(39.447893, -75.380292)"
Private Inspection Facility,PIF010673,J.C. AUTO REPAIR,438 GLASSBORO RD,WOODBURY HTS,NJ,8096,8563841776,GLOUCESTER,Auto Only,"438 GLASSBORO RD
WOODBURY HTS, NJ 08096
(39.820644, -75.149936)"
Emission Repair Facility,ERF000586,BC TIRE SERVICE INC,1266 STELTON RD,PISCATAWAY,NJ,8854,7329856100,MIDDLESEX,Auto Inspection and Emission Repair,"1266 STELTON RD
PISCATAWAY, NJ 08854
(40.540513, -74.423337)"
Private Inspection Facility,PIF003027,YORKTOWNE TEXACO,247 GORDONS CORNER RD,MANALAPAN,NJ,7726,7325363010,MONMOUTH,Auto Only,"247 GORDONS CORNER RD
MANALAPAN, NJ 07726
(40.308863, -74.322588)"
Private Inspection Facility,PIF001187,CMQ AUTO LLC,660 NEWARK ST,HOBOKEN,NJ,7030,2017929721,HUDSON,Auto Only,"660 NEWARK ST
HOBOKEN, NJ 07030
(40.736311, -74.042601)"
Private Inspection Facility,PIF009704,PEREZ AUTO CENTER INC,769 BROADWAY,NEWARK,NJ,7104,9734849091,ESSEX,Auto Only,"769 BROADWAY
NEWARK, NJ 07104
(40.776229, -74.158219)"
State Speciality Inspection Facility,SIF000002,WESTFIELD SPECIALTY SITE,410 South Ave East,Westfield,NJ,7090,,UNION,Auto Only,"410 South Ave East
Westfield, NJ 07090
(40.650163, -74.334566)"
Private Inspection Facility,PIF007683,HAVEN MOTORS*,539 GOFFLE ROAD,RIDGEWOOD,NJ,7450,2014449816,BERGEN,Auto Only,"539 GOFFLE ROAD
RIDGEWOOD, NJ 07450
(40.972566, -74.148148)"
Emission Repair Facility,ERF002843,LAKEVIEW AUTO CORP,316 LAKEVIEW AVE,CLIFTON,NJ,7011,9735461125,PASSAIC,Auto Inspection and Emission Repair,"316 LAKEVIEW AVE
CLIFTON, NJ 07011
(40.885854, -74.138357)"
Private Inspection Facility,PIF000861,FLEET MAINTENANCE SERV INC,319 13TH STREET,CARLSTADT,NJ,7072,2018420550,BERGEN,Diesel Only,"319 13TH STREET
CARLSTADT, NJ 07072
(40.83308, -74.086458)"
Private Inspection Facility,PIF010772,MIDTOWN AUTO REPAIR,348 BROADWAY,BAYONNE,NJ,7002,2018582959,HUDSON,Auto Only,"348 BROADWAY
BAYONNE, NJ 07002
(40.658938, -74.122477)"
Private Inspection Facility,PIF000747,ELVIN AUTOMOTIVE SERVICES I,23 EAST 24TH ST.,PATERSON,NJ,7514,9733458562,PASSAIC,Diesel Only,"23 EAST 24TH ST.
PATERSON, NJ 07514
(40.939645, -74.14426)"
Private Inspection Facility,PIF001338,W KLATT INC,159 GLENWILD AVENUE,BLOOMINGDALE,NJ,7403,9738381550,PASSAIC,Auto Only,"159 GLENWILD AVENUE
BLOOMINGDALE, NJ 07403
(41.016693, -74.335859)"
Private Inspection Facility,PIF007155,FOSCHI AUTO TUNE,835 WEST OAK ROAD,VINELAND,NJ,8360,8567942323,CUMBERLAND,Auto Only,"835 WEST OAK ROAD
VINELAND, NJ 08360
(39.503327, -75.0405)"
Private Inspection Facility,PIF008795,ANGELOS TOWNLINE INC,800 W MAPLE AVE,MERCHANTVILLE,NJ,8109,8566637099,CAMDEN,Auto Only,"800 W MAPLE AVE
MERCHANTVILLE, NJ 08109
(39.948648, -75.065279)"
Private Inspection Facility,PIF000225,GEORGES FRIENDLY SERV INC,406  NEW MILFORD AVENUE,DUMONT,NJ,7628,2013855256,BERGEN,Auto Only,"406  NEW MILFORD AVENUE
DUMONT, NJ 07628
(40.943797, -74.010015)"
Private Inspection Facility,PIF006431,HOLIDAY SERVICE CENTER INC.,RT 37 W. SUMNER AVE.,TOMS RIVER,NJ,8755,7322409871,OCEAN,Auto Only,
Private Inspection Facility,PIF000614,RAJ SUKH DEEP INC,433 SOUTH 5TH STREET,ELIZABETH,NJ,7206,9083552829,UNION,Auto Only,"433 SOUTH 5TH STREET
ELIZABETH, NJ 07206
(40.650902, -74.206592)"
Private Inspection Facility,PIF001092,CAR PORT,HWY 35 S @ BOSTON RD,NEPTUNE CTY,NJ,7753,7327758336,MONMOUTH,Auto Only,
Private Inspection Facility,PIF000818,BUDS AUTO TRUCK REPAIR INC,1725 HURFFVILLE RD,SEWELL,NJ,8080,8562289448,GLOUCESTER,Diesel Only,"1725 HURFFVILLE RD
SEWELL, NJ 08080
(39.793398, -75.09883)"
Private Inspection Facility,PIF009648,DEANGELIS AUTO REPAIR LLC,50 N. BLACKHORSE PIKE,BELLMAWR,NJ,8031,8569319834,CAMDEN,Auto Only,"50 N. BLACKHORSE PIKE
BELLMAWR, NJ 08031
(39.868978, -75.080624)"
Private Inspection Facility,PIF001095,MENDES & OLIVEIRA INC,99 CLIFFORD ST,NEWARK,NJ,7105,9734652233,ESSEX,Auto Only,"99 CLIFFORD ST
NEWARK, NJ 07105
(40.720302, -74.164086)"
Emission Repair Facility,ERF003446,TIRE&SVC CNTR LVNGSTN LLC,56 E NORTHFIELD RD,LIVINGSTON,NJ,7039,9735330101,ESSEX,Auto Inspection and Emission Repair,"56 E NORTHFIELD RD
LIVINGSTON, NJ 07039
(40.773634, -74.321888)"
Emission Repair Facility,ERF002515,DEVI-HAILEY AUTOLAND INVEST,352 WASHINGTON AVE,BELLEVILLE,NJ,7109,9734500500,ESSEX,Auto Inspection and Emission Repair,"352 WASHINGTON AVE
BELLEVILLE, NJ 07109
(40.792817, -74.150496)"
Private Inspection Facility,PIF011004,PRO CAT INC,1920 HWY 37 EAST,TOMS RIVER,NJ,8753,7322703766,OCEAN,Auto Only,"1920 HWY 37 EAST
TOMS RIVER, NJ 08753
(39.95112, -74.143779)"
Private Inspection Facility,PIF009056,SOMERDALE AUTOMOTIVE REPAIR,412 S WARWICK RD,SOMERDALE,NJ,8083,8564356626,CAMDEN,Auto Only,"412 S WARWICK RD
SOMERDALE, NJ 08083
(39.836794, -75.024877)"
Private Inspection Facility,PIF000969,HINES ENT LAWRENCEVILLE INC,2417 MAIN STREET,LAWRENCEVILLE,NJ,8648,6098961520,MERCER,Auto Only,"2417 MAIN STREET
LAWRENCEVILLE, NJ 08648
(40.289849, -74.733707)"
Private Inspection Facility,PIF000711,INTERSTATE SAFETY SERVICES,545 WESTWOOD AVE,RIVERVALE,NJ,7675,2016641008,BERGEN,Diesel Only,"545 WESTWOOD AVE
RIVERVALE, NJ 07675
(40.993937, -74.016777)"
Emission Repair Facility,ERF000214,A&D AUTOMOTIVE SVS INC OF N,111 CANAL ROAD,SO BOUND BROOK,NJ,8880,7325634747,SOMERSET,Auto Inspection and Emission Repair,"111 CANAL ROAD
SO BOUND BROOK, NJ 08880
(40.558328, -74.528303)"
Emission Repair Facility,ERF002333,SHOP 162 INC,200 N MAIN STREET,PLEASANTVILLE,NJ,8232,6096451955,ATLANTIC,Auto Inspection and Emission Repair,"200 N MAIN STREET
PLEASANTVILLE, NJ 08232
(39.395612, -74.519131)"
Private Inspection Facility,PIF001270,CHARLIES CMPLT ATO SRV LLC,349 E. CLEMENTS BRIDGE ROAD,RUNNEMEDE,NJ,8078,8563121624,CAMDEN,Auto Only,"349 E. CLEMENTS BRIDGE ROAD
RUNNEMEDE, NJ 08078
(39.853343, -75.06694)"
Emission Repair Facility,ERF000127,BAYVILLE AUTO CARE INC,912 RTE 9,BAYVILLE,NJ,8721,7322699893,OCEAN,Auto Inspection and Emission Repair,"912 RTE 9
BAYVILLE, NJ 08721
(39.882749, -74.164339)"
Private Inspection Facility,PIF011495,MADISON AVE GULF INC,6702 ROUTE 9 SOUTH,HOWELL,NJ,7731,7329426996,MONMOUTH,Auto Only,"6702 ROUTE 9 SOUTH
HOWELL, NJ 07731
(40.115129, -74.218882)"
Private Inspection Facility,PIF011044,E & A FRIENDLY SERVICE INC.,134 GREEN ST.,HACKENSACK,NJ,7601,2013420295,BERGEN,Auto and Diesel,"134 GREEN ST.
HACKENSACK, NJ 07601
(40.875043, -74.054503)"
Private Inspection Facility,PIF001066,MAINLAND AUTO & TIRE CTR IN,339 E JIMMIE LEEDS ROAD,GALLOWAY,NJ,8205,6096528444,ATLANTIC,Auto Only,"339 E JIMMIE LEEDS ROAD
GALLOWAY, NJ 08205
(39.464263, -74.495578)"
Private Inspection Facility,PIF001329,KELLER'S AUTO REPAIR,210 HADDON AVENUE,W. BERLIN,NJ,8091,8567680025,CAMDEN,Auto Only,"210 HADDON AVENUE
W. BERLIN, NJ 08091
(39.812503, -74.944047)"
Emission Repair Facility,ERF001880,ALLENHURST CAR CARE,537 MAIN ST,LOCHARBOUR,NJ,7711,7326608899,MONMOUTH,Auto Inspection and Emission Repair,"537 MAIN ST
LOCHARBOUR, NJ 07711
(40.233376, -74.007474)"
Emission Repair Facility,ERF000992,XPRESS AUTO SERVICE,2425 ATLANTIC AVE,ATLANTIC CITY,NJ,8401,6093480894,ATLANTIC,Auto Inspection and Emission Repair,"2425 ATLANTIC AVE
ATLANTIC CITY, NJ 08401
(39.356708, -74.441455)"
Private Inspection Facility,PIF000439,BAMASSEY LLC,900 ROUTE 22 EAST,SOMERVILLE,NJ,8876,9085261030,SOMERSET,Auto Only,"900 ROUTE 22 EAST
SOMERVILLE, NJ 08876
(40.581059, -74.61388)"
Emission Repair Facility,ERF002763,BURNS KULL INC,325 N RTE 73,MARLTON,NJ,8053,8569830600,BURLINGTON,Auto Inspection and Emission Repair,"325 N RTE 73
MARLTON, NJ 08053
(39.898501, -74.931577)"
Emission Repair Facility,ERF002945,FDCJ LLC,204 RTE 202 & 31,FLEMINGTON,NJ,8822,9087885858,HUNTERDON,Auto Only,"204 RTE 202 & 31
FLEMINGTON, NJ 08822
(40.485834, -74.863254)"
Emission Repair Facility,ERF001244,DAVES AUTOMOTIVE,27 BORDENTOWN AVE,OLD BRIDGE,NJ,8857,7322547666,MIDDLESEX,Auto Inspection and Emission Repair,"27 BORDENTOWN AVE
OLD BRIDGE, NJ 08857
(40.417246, -74.360492)"
Emission Repair Facility,ERF000315,TOMS FORD INC*,200 HWY 35,KEYPORT,NJ,7735,7322641600,MONMOUTH,Auto Only,"200 HWY 35
KEYPORT, NJ 07735
(40.44093, -74.227149)"
Emission Repair Facility,ERF000659,QAC AUTO INC,552 W WESTFIELD AVE,ROSELLE PK,NJ,7204,9082455300,UNION,Auto Inspection and Emission Repair,"552 W WESTFIELD AVE
ROSELLE PK, NJ 07204
(40.659286, -74.281175)"
Private Inspection Facility,PIF000374,SMART AUTO & TRUCK CTR INC,779 FAIRVIEW AVE,FAIRVIEW,NJ,7022,2013135656,BERGEN,Auto Only,"779 FAIRVIEW AVE
FAIRVIEW, NJ 07022
(40.820714, -74.00963)"
Emission Repair Facility,ERF003006,O & J CAR REPAIR LLC,307 CHESTER AVENUE,RIVERSIDE,NJ,8075,8564610603,BURLINGTON,Auto Inspection and Emission Repair,"307 CHESTER AVENUE
RIVERSIDE, NJ 08075
(40.030998, -74.966827)"
Emission Repair Facility,ERF001091,G & S AUTO CLINIC,536 MAIN ST,SPOTSWOOD,NJ,8884,7324169200,MIDDLESEX,Auto Inspection and Emission Repair,"536 MAIN ST
SPOTSWOOD, NJ 08884
(40.391517, -74.390807)"
Emission Repair Facility,ERF000816,STILLWELL GARAGE INC,172 JACKSON STREET,MATAWAN,NJ,7747,7325662251,MONMOUTH,Auto Inspection and Emission Repair,"172 JACKSON STREET
MATAWAN, NJ 07747
(40.413178, -74.232036)"
Private Inspection Facility,PIF006031,MATTS SERVICE CENTER,464 SOUTH AVENUE EAST,CRANFORD,NJ,7016,9082456100,UNION,Auto Only,"464 SOUTH AVENUE EAST
CRANFORD, NJ 07016
(40.65519, -74.29968)"
Private Inspection Facility,PIF011725,JEFF WALKER INC,700 W DELILAH RD P.O.BOX696,PLEASANTVILLE,NJ,8232,6096462028,ATLANTIC,Auto Only,"700 W DELILAH RD P.O.BOX696
PLEASANTVILLE, NJ 08232
(39.41035, -74.525989)"
Private Inspection Facility,PIF000675,JIMS SUPER SERVICE INC,550 BROAD ST,BLOOMFIELD,NJ,7003,9737483359,ESSEX,Auto Only,"550 BROAD ST
BLOOMFIELD, NJ 07003
(40.812413, -74.194099)"
Emission Repair Facility,ERF003096,DEMAREST AUTO SERVICE INC,140 HARDENBURGH AVE,DEMAREST,NJ,7627,2017673919,BERGEN,Auto Inspection and Emission Repair,"140 HARDENBURGH AVE
DEMAREST, NJ 07627
(40.957197, -73.963504)"
Private Inspection Facility,PIF000776,STEM BROTHERS INC*,POB 619 760 FRENCHTOWN RD,MILFORD,NJ,8848,9089964441,HUNTERDON,Diesel Only,
